id,poem 
42,"Все живое особой метой
Отмечается с ранних пор.
Если не был бы я поэтом,
То, наверно, был мошенник и вор.

Худощавый и низкорослый,
Средь мальчишек всегда герой,
Часто, часто с разбитым носом
Приходил я к себе домой.

И навстречу испуганной маме
Я цедил сквозь кровавый рот:
""Ничего! Я споткнулся о камень,
Это к завтраму все заживет"".

И теперь вот, когда простыла
Этих дней кипятковая вязь,
Беспокойная, дерзкая сила
На поэмы мои пролилась.

Золотая, словесная груда,
И над каждой строкой без конца
Отражается прежняя удаль
Забияки и сорванца.

Как тогда, я отважный и гордый,
Только новью мой брызжет шаг...
Если раньше мне били в морду,
То теперь вся в крови душа.

И уже говорю я не маме,
А в чужой и хохочущий сброд:
""Ничего! Я споткнулся о камень,
Это к завтраму все заживет!"""
43,"Выткался на озере алый свет зари.
На бору со звонами плачут глухари.

Плачет где-то иволга, схоронясь в дупло.
Только мне не плачется - на душе светло.

Знаю, выйдешь к вечеру за кольцо дорог,
Сядем в копны свежие под соседний стог.

Зацелую допьяна, изомну, как цвет,
Хмельному от радости пересуду нет.

Ты сама под ласками сбросишь шелк фаты,
Унесу я пьяную до утра в кусты.

И пускай со звонами плачут глухари,
Есть тоска веселая в алостях зари."
44,"Что тебе надобно, вьюга,
Ты у окна завываешь,
Сердце больное тревожишь,
Грусть и печаль вызываешь.

Прочь уходи поскорее,
Дай мне забыться немного,
Или не слышишь - я плачу,
Каюсь в грехах перед богом.

Дай мне с горячей молитвой
Слиться душою и силой,
Весь я истратился духом,
Скоро сокроюсь могилой.

Пой ты тогда надо мною,
Только сейчас удалися,
Или за грешную душу
Вместе со мной помолися."
45,"Гаснут красные крылья заката,
Тихо дремлют в тумане плетни.
Не тоскуй, моя белая хата,
Что опять мы одни и одни.

Чистит месяц в соломенной крыше
Обоймленные синью рога.
Не пошел я за ней и не вышел
Провожать за глухие стога.

Знаю, годы тревогу заглушат.
Эта боль, как и годы, пройдет.
И уста, и невинную душу
Для другого она бережет.

Не силен тот, кто радости просит,
Только гордые в силе живут.
А другой изомнет и забросит,
Как изъеденный сырью хомут.

Не с тоски я судьбы поджидаю,
Будет злобно крутить пороша.
И придет она к нашему краю
Обогреть своего малыша.

Снимет шубу и шали развяжет,
Примостится со мной у огня.
И спокойно и ласково скажет,
Что ребенок похож на меня."
46,"Где ты, где ты, отчий дом,
Гревший спину под бугром?
Синий, синий мой цветок,
Неприхоженый песок.
Где ты, где ты, отчий дом?

За рекой поет петух.
Там стада стерег пастух,
И светились из воды
Три далекие звезды.
За рекой поет петух.

Время — мельница с крылом
Опускает за селом
Месяц маятником в рожь
Лить часов незримый дождь.
Время — мельница с крылом.

Этот дождик с сонмом стрел
В тучах дом мой завертел,
Синий подкосил цветок,
Золотой примял песок.
Этот дождик с сонмом стрел."
47,"Глупое сердце, не бейся!
Все мы обмануты счастьем,
Нищий лишь просит участья...
Глупое сердце, не бейся.

Месяца желтые чары
Льют по каштанам в пролесь.
Лале склонясь на шальвары,
Я под чадрою укроюсь.
Глупое сердце, не бейся.

Все мы порою, как дети.
Часто смеемся и плачем:
Выпали нам на свете
Радости и неудачи.
Глупое сердце, не бейся.

Многие видел я страны.
Счастья искал повсюду,
Только удел желанный
Больше искать не буду.
Глупое сердце, не бейся.

Жизнь не совсем обманула.
Новой напьемся силой.
Сердце, ты хоть бы заснуло
Здесь, на коленях у милой.
Жизнь не совсем обманула.

Может, и нас отметит
Рок, что течет лавиной,
И на любовь ответит
Песнею соловьиной.
Глупое сердце, не бейся."
48,"Гляну в поле, гляну в небо — 
И в полях и в небе рай.
Снова тонет в копнах хлеба
Незапаханный мой край.

Снова в рощах непасеных
Неизбывные стада,
И струится с гор зеленых
Златоструйная вода.

О, я верю — знать, за муки
Над пропащим мужиком
Кто-то ласковые руки
Проливает молоком."
49,"Годы молодые с забубенной славой,
Отравил я сам вас горькою отравой.

Я не знаю: мой конец близок ли, далек ли,
Были синие глаза, да теперь поблекли.

Где ты, радость? Темь и жуть, грустно и обидно.
В поле, что ли? В кабаке? Ничего не видно.

Руки вытяну — и вот слушаю на ощупь:
Едем... кони... сани... снег... проезжаем рощу.

«Эй, ямщик, неси вовсю! Чай, рожден не слабый.
Душу вытрясти не жаль по таким ухабам».

А ямщик в ответ одно: «По такой метели
Очень страшно, чтоб в пути лошади вспотели».

«Ты, ямщик, я вижу, трус. Это не с руки нам!»
Взял я кнут и ну стегать по лошажьим спинам.

Бью, а кони, как метель, снег разносят в хлопья.
Вдруг толчок... и из саней прямо на сугроб я.

Встал и вижу: что за черт — вместо бойкой тройки,
Забинтованный лежу на больничной койке.

И заместо лошадей по дороге тряской
Бью я жесткую кровать мокрою повязкой.

На лице часов в усы закрутились стрелки.
Наклонились надо мной сонные сиделки.

Наклонились и храпят: «Эх ты: златоглавый,
Отравил ты сам себя горькою отравой.

Мы не знаем, твой конец близок ли, далек ли,—
Синие твои глаза в кабаках промокли»."
50,"Гой ты, Русь, моя родная,
Хаты - в ризах образа...
Не видать конца и края -
Только синь сосет глаза.

Как захожий богомолец,
Я смотрю твои поля.
А у низеньких околиц
Звонно чахнут тополя.

Пахнет яблоком и медом
По церквам твой кроткий Спас.
И гудит за корогодом
На лугах веселый пляс.

Побегу по мятой стежке
На приволь зеленых лех,
Мне навстречу, как сережки,
Прозвенит девичий смех.

Если крикнет рать святая:
""Кинь ты Русь, живи в раю!""
Я скажу: ""Не надо рая,
Дайте родину мою""."
51,"Голубая да веселая страна.
Честь моя за песню продана.
Ветер с моря, тише дуй и вей —
Слышишь, розу кличет соловей?

Слышишь, роза клонится и гнется —
Эта песня в сердце отзовется.
Ветер с моря, тише дуй и вей —
Слышишь, розу кличет соловей?

Ты — ребенок, в этом спора нет,
Да и я ведь разве не поэт?
Ветер с моря, тише дуй и вей —
Слышишь, розу кличет соловей?

Дорогая Гелия, прости.
Много роз бывает на пути,
Много роз склоняется и гнется,
Но одна лишь сердцем улыбнется.

Улыбнемся вместе — ты и я —
За такие милые края.
Ветер с моря, тише дуй и вей —
Слышишь, розу кличет соловей?

Голубая да веселая страна.
Пусть вся жизнь моя за песню продана,
Но за Гелию в тенях ветвей
Обнимает розу соловей."
52,"Голубая кофта. Синие глаза.
Никакой я правды милой не сказал.

Милая спросила: ""Крутит ли метель?
Затопить бы печку, постелить постель"".

Я ответил милой: ""Нынче с высоты
Кто-то осыпает белые цветы.

Затопи ты печку, постели постель,
У меня на сердце без тебя метель""."
53,"Голубая родина Фирдуси,
Ты не можешь, памятью простыв,
Позабыть о ласковом урусе
И глазах, задумчиво простых,
Голубая родина Фирдуси.

Хороша ты, Персия, я знаю,
Розы, как светильники, горят
И опять мне о далеком крае
Свежестью упругой говорят.
Хороша ты, Персия, я знап.

Я сегодня пью в последний раз
Ароматы, что хмельны, как брага.
И твой голос, дорогая Шага,
В этот трудный расставанья час
Слушаю в последний раз.

Но тебя я разве позабуду?
И в моей скитальческой судьбе
Близкому и дальнему мне люду
Буду говорить я о тебе -
И тебя навеки не забуду.

Я твоих несчастий не боюсь,
Но на всякий случай твой угрюмый
Оставляю песенку про Русь:
Запевая, обо мне подумай,
И тебе я в песне отзовусь..."
54,"В прозрачном холоде заголубели долы,
Отчетлив стук подкованных копыт,
Трава поблекшая в расстеленные полы
Сбирает медь с обветренных ракит.

С пустых лощин ползет дугою тощей
Сырой туман, курчаво свившись в мох,
И вечер, свецившись над речкою, полощет
Водою белой пальцы синих ног.

                             *

Осенним холодом расцвечены надежды,
Бредет мой конь, как тихая судьба,
И ловит край махающей одежды
Его чуть мокрая буланая губа.

В дорогу дальнюю, не к битве, не к покою,
Влекут меня незримые следы,
Погаснет день, мелькнув пятой златою,
И в короб лет улягутся труды.

                             *

Сыпучей ржавчиной краснеют по дороге
Холмы плешивые и слегшийся песок,
И пляшет сумрак в галочьей тревоге,
Согнув луну в пастушеский рожок.

Молочный дым качает ветром села,
Но ветра нет, есть только легкий звон.
И дремлет Русь в тоске своей веселой,
Вцепивши руки в желтый крутосклон.

                             *

Манит ночлег, недалеко до хаты,
Укропом вялым пахнет огород.
На грядки серые капусты волноватой
Рожок луны по капле масло льет.

Тянусь к теплу, вдыхаю мягкость хлеба
И с хруптом мысленно кусаю огурцы,
За ровной гладью вздрогнувшее небо
Выводит облако из стойла под уздцы.

                             *

Ночлег, ночлег, мне издавна знакома
Твоя попутная разымчивость в крови,
Хозяйка спит, а свежая солома
Примята ляжками вдовеющей любви.

Уже светает, краской тараканьей
Обведена божница по углу,
Но мелкий дождь своей молитвой ранней
Еще стучит по мутному стеклу.

                             *

Опять передо мною голубое поле,
Качают лужи солнца рдяный лик.
Иные в сердце радости и боли,
И новый говор липнет на язык.

Водою зыбкой стынет синь во взорах,
Бредет мой конь, откинув удила,
И горстью смуглою листвы последний ворох
Кидает ветер вслед из подола."
55,"Гори, звезда моя, не падай.
Роняй холодные лучи.
Ведь за кладбищенской оградой
Живое сердце не стучит.

Ты светишь августом и рожью
И наполняешь тишь полей
Такой рыдалистою дрожью
Неотлетевших журавлей.

И, голову вздымая выше,
Не то за рощей — за холмом
Я снова чью-то песню слышу
Про отчий край и отчий дом.

И золотеющая осень,
В березах убавляя сок,
За всех, кого любил и бросил,
Листвою плачет на песок.

Я знаю, знаю. Скоро, скоро
Ни по моей, ни чьей вине
Под низким траурным забором
Лежать придется так же мне.

Погаснет ласковое пламя,
И сердце превратится в прах.
Друзья поставят серый камень
С веселой надписью в стихах.

Но, погребальной грусти внемля,
Я для себя сложил бы так:
Любил он родину и землю,
Как любит пьяница кабак."
56,"Храня завет родных поверий -
Питать к греху стыдливый страх,
Бродил я в каменной пещере,
Как искушаемый монах.
Как муравьи кишели люди
Из щелей выдолбленных глыб,
И, схилясь, двигались их груди,
Что чешуя скорузлых рыб.
В моей душе так было гулко
В пеленках камня и кремней.
На каждой ленте переулка
Стонал коровий рев теней.
Дризжали дроги, словно стекла,
В лицо кнутом грозила даль,
А небо хмурилось и блекло,
Как бабья сношенная шаль.
С улыбкой змейного грешенья
Девичий смех меня манул,
Но я хранил завет крещенья -
Плевать с молитвой в сатану.
Как об ножи стальной дорогой
Рвались на камнях сапоги,
И я услышал зык от Бога:
«Забудь, что видел, и беги!»"
57,"Могучий Ахиллес громил твердыни Трои.
Блистательный Патрокл сраженный умирал.
А Гектор меч о траву вытирал
И сыпал на врага цветущие левкои.

Над прахом горестно слетались с плачем сои,
И лунный серп сеть туник прорывал.
Усталый Ахиллес на землю припадал,
Он нес убитого в родимые покои.

Ах, Греция! мечта души моей!
Ты сказка нежная, но я к тебе нежней,
Нежней, чем к Гектору, герою, Андромаха.

Возьми свой меч.  Будь Сербии сестрою.
Напомни миру сгибнувшую Трою,
И для вандалов пусть чернеют меч и плаха."
58,"Грубым дается радость,
Нежным дается печаль.
Мне ничего не надо,
Мне никого не жаль.

Жаль мне себя немного,
Жалко бездомных собак,
Эта прямая дорога
Меня привела в кабак.

Что ж вы ругаетесь, дьяволы?
Иль я не сын страны?
Каждый из нас закладывал
За рюмку свои штаны.

Мутно гляжу на окна,
В сердце тоска и зной.
Катится, в солнце измокнув,
Улица передо мной.

На улице мальчик сопливый.
Воздух поджарен и сух.
Мальчик такой счастливый
И ковыряет в носу.

Ковыряй, ковыряй, мой милый,
Суй туда палец весь,
Только вот с эфтой силой
В душу свою не лезь.

Я уж готов... Я робкий...
Глянь на бутылок рать!
Я собираю пробки -
Душу мою затыкать."
59,"Грустно...  Душевные муки
Сердце терзают и рвут,
Времени скучные звуки
Мне и вздохнуть не дают.
Ляжешь, а горькая дума
Так и не сходит с ума...
Голову кружит от шума.
Как же мне быть? И сама
Моя изнывает душа.
Нет утешенья ни в ком.
Ходишь едва-то дыша.
Мрачно и дико другом.
Доля, зачем ты дана!
Голову негде склонить,
Жизнь и горька и бедна,
Тяжко без счастия жить.
"
60,"Да! Теперь - решено. Без возврата
Я покинул родные края.
Уж не будут листвою крылатой
Надо мною звенеть тополя.

Низкий дом без меня ссутулится,
Старый пёс мой давно издох.
На московских изогнутых улицах
Умереть, знать, сулил мне Бог.

Я люблю этот город вязевый,
Пусть обрюзг он и пусть одрях.
Золотая дремотная Азия
Опочила на куполах.

А когда ночью светит месяц,
Когда светит... чёрт знает как!
Я иду, головою свесясь,
Переулком в знакомый кабак.

Шум и гам в этом логове жутком,
Но всю ночь напролёт, до зари,
Я читаю стихи проституткам
И с бандитами жарю спирт.

Сердце бьётся всё чаще и чаще,
И уж я говорю невпопад:
- Я такой же, как вы, пропащий,
Мне теперь не уйти назад.

Низкий дом без меня ссутулится,
Старый пёс мой давно издох.
На московских изогнутых улицах
Умереть, знать, сулил мне Бог."
61,"Далеко-далеко от меня
Кто-то весело песню поет.
И хотел бы провторить ей я,
Да разбитая грудь не дает.

Тщетно рвется душа до нее,
Ищет звуков подобных в груди,
Потому что вся сила моя
Истощилась еще впереди.

Слишком рано я начал летать
За мечтой идеала земли,
Рано начал на счастье роптать,
Разбираясь в прожитой дали.

Рано пылкой душою своей
Я искал себе мрачного дня
И теперь не могу вторить ей,
Потому что нет сил у меня."
62,"Даль подернулась туманом,
Чешет тучи лунный гребень.
Красный вечер за куканом
Расстелил кудрявый бредень.

Под окном от скользких ветел
Перепельи звоны ветра.
Тихий сумрак, ангел теплый,
Напоен нездешным светом.

Сон избы легко и ровно
Хлебным духом сеет притчи.
На сухой соломе в дровнях
Слаще меда пот мужичий.

Чей-то мягкий лик за лесом,
Пахнет вишнями и мохом...
Друг, товарищ и ровесник,
Помолись коровьим вздохам."
63,"Я надену красное монисто,
Сарафан запетлю синей рюшкой.
Позовите, девки, гармониста,
Попрощайтесь с ласковой подружкой.

Мой жених, угрюмый и ревнивый,
Не велит заглядывать на парней.
Буду петь я птахой сиротливой,
Вы ж пляшите дробней и угарней.

Как печальны девичьи потери,
Грустно жить оплаканной невесте.
Уведет жених меня за двери,
Будет спрашивать о девической чести.

Ах, подружки, стыдно и неловко:
Сердце робкое охватывает стужа.
Тяжело беседовать с золовкой,
Лучше жить несчастной, да без мужа."
64,"Сухлым войлоком по стежкам
Разрыхлел в траве помет.
У гумен к репейным брошкам
Липнет муший хоровод.

Старый дед, согнувши спину,
Чистит вытоптанный ток
И подонную мякину
Загребает в уголок.

Щурясь к облачному глазу,
Подсекает он лопух,
Роет скрябкою по пазу
От дождей обходный круг.

Черепки в огне червонца.
Дед - как в жамковой слюде,
И играет зайчик солнца
В рыжеватой бороде."
65,"День ушел, убавилась черта,
Я опять подвинулся к уходу.
Легким взмахом белого перста
Тайны лет я разрезаю воду.

В голубой струе моей судьбы
Накипи холодной бьется пена,
И кладет печать немого плена
Складку новую у сморщенной губы.

С каждым днем я становлюсь чужим
И себе, и жизнь кому велела.
Где-то в поле чистом, у межи,
Оторвал я тень свою от тела.

Неодетая она ушла,
Взяв мои изогнутые плечи.
Где-нибудь она теперь далече
И другого нежно обняла.

Может быть, склоняяся к нему,
Про меня она совсем забыла
И, вперившись в призрачную тьму,
Складки губ и рта переменила.

Но живет по звуку прежних лет,
Что, как эхо, бродит за горами.
Я целую синими губами
Черной тенью тиснутый портрет."
66,"Ветхая избенка
Горя и забот,
Часто плачет вьюга
У твоих ворот.

Часто раздаются
За твоей стеной
Жалобы на бедность,
Песни звук глухой.

Все поют про горе,
Про тяжелый гнет,
Про нужду лихую
И голодный год.

Нет веселых песен
Во стенах твоих,
Потому что горе
Заглушает их."
67,"До свиданья, друг мой, до свиданья.
Милый мой, ты у меня в груди.
Предназначенное расставанье
Обещает встречу впереди.

До свиданья, друг мой, без руки, без слова,
Не грусти и не печаль бровей,-
В этой жизни умирать не ново,
Но и жить, конечно, не новей."
68,"Дорогая, сядем рядом,
Поглядим в глаза друг другу.
Я хочу под кротким взглядом
Слушать чувственную вьюгу.

Это золото осеннее,
Эта прядь волос белесых -
Все явилось, как спасенье
Беспокойного повесы.

Я давно мой край оставил,
Где цветут луга и чащи.
В городской и горькой славе
Я хотел прожить пропащим.

Я хотел, чтоб сердце глуше
Вспоминало сад и лето,
Где под музыку лягушек
Я растил себя поэтом.

Там теперь такая ж осень...
Клен и липы в окна комнат,
Ветки лапами забросив,
Ищут тех, которых помнят.

Их давно уж нет на свете.
Месяц на простом погосте
На крестах лучами метит,
Что и мы придем к ним в гости,

Что и мы, отжив тревоги,
Перейдем под эти кущи.
Все волнистые дороги
Только радость льют живущим.

Дорогая, сядь же рядом,
Поглядим в глаза друг другу.
Я хочу под кротким взглядом
Слушать чувственную вьюгу."
69,"Дорогой дружище Миша,
Ты как вихрь, а я как замять,
Сбереги под тихой крышей
Обо мне любовь и память."
70,"Сей стих тебе напомнит обо мне,
Когда я буду от тебя далёко.
Я написал его тебе
С слезами и тоской глубокой.

Ты радостью дышишь весь,
Ты ведь скоро будешь на воле,
А я останусь опять здесь
Мне в ненавистной этой школе.

Не забывай ты про меня
Среди друзей иного круга.
Во мне таятся для тебя
Искры преданного друга.

Чтобы в глуши я не затих,
Чтобы другом был твоим при этом,
Я написал тебе сей стих,
Хотя и не слыву поэтом."
71,"Думы печальные, думы глубокие,
Горькие думы, думы тяжелые,
Думы от счастия вечно далекие,
Спутники жизни моей невеселые!

Думы - родители звуков мучения,
Думы несчастные, думы холодные,
Думы - источники слез огорчения,
Вольные думы, думы свободные!

Что вы терзаете грудь истомленную,
Что заграждаете путь вы мне мой?
Что возбуждаете силу сломленную
Вновь на борьбу с непроглядною тьмой?

Не поддержать вам костра догоревшего,
Искры потухшие... Поздно, бесплодные.
Не исцелить сердца вам наболевшего,
Думы больные, без жизни, холодные!"
72,"Душа грустит о небесах,
Она нездешних нив жилица.
Люблю, когда на деревах
Огонь зеленый шевелится.

То сучья золотых стволов,
Как свечи, теплятся пред тайной,
И расцветают звезды слов
На их листве первоначальной.

Понятен мне земли глагол,
Но не стряхну я муку эту,
Как отразивший в водах дол
Вдруг в небе ставшую комету.

Так кони не стряхнут хвостами
В хребты их пьющую луну...
О, если б прорасти глазами,
Как эти листья, в глубину."
73,"Дымом половодье
Зализало ил.
Желтые поводья
Месяц уронил.

Еду на баркасе,
Тычусь в берега.
Церквами у прясел
Рыжие стога.

Заунывным карком
В тишину болот
Черная глухарка
К всенощной зовет.

Роща синим мраком
Кроет голытьбу...
Помолюсь украдкой
За твою судьбу.
"
74,"В синих далях плоскогорий,
В лентах облаков
Собирал святой Егорий
Белыих волков.

""Ой ли, светы, <ратовой уж>
Слухайте мой сказ.
У меня в лихом изгой уж
Есть поклон до вас.

Все волчицы строят гнезда
В муромских лесах.
В их глазах застыли звезды
На ребячий страх.

И от тех ли серолобых
Ваш могучий род,
Как и вы, сгорает в злобах
Чужевой оплот.

Но недавно помирились
С русским мужиком.
Долго злились, долго бились
В пуще вы тайком.

Там с закатных поднебесий
Скачет враг - силен,
Как на эти ли полесья
Затаил полон.

Чую, выйдет лохманида -
Не ужиться вам,
Но уж черная планида
Машет по горам"".

Громовень подняли волки:
""Мы ль трусовики!
Когти остры, зубы колки -
Разорвем в клоки!""

Собирались все огулом
Вырядить свой суд.
Грозным криком, дальним гулом
Замирал их гуд.

Как почуяли облаву,
Вышли на бугор.
""Ты веди нас на расправу,
Храбрый наш Егор!""

""Ладно, - молвил им Егорий, -
Я вас поведу
Меж далеких плоскогорий,
Укрочу беду"".

Скачет всадник с длинной пикой,
Распугал всех сов.
И дрожит земля от крика
Волчьих голосов.
"
75,"Есть светлая радость под сенью кустов
Поплакать о прошлом родных берегов
И, первую проседь лаская на лбу,
С приятною болью пенять на судьбу.
Ни друга, ни думы о бабьих губах
Не зреет в ее тихомудрых словах,
Но есть в ней, как вера, живая мечта
К незримому свету приблизить уста.
Мы любим в ней вечер, над речкой овес, -
И отроков резвых с медынью волос.
Стряхая с бровей своих призрачный дым,
Нам сладко о тайнах рассказывать им.
Есть нежная кротость, присев на порог,
Молиться закату и лику дорог.
В обсыпанных рощах, на сжатых полях
Грустит наша дума об отрочьих днях.
За отчею сказкой, за звоном стропил
Несет ее шорох неведомых крыл...
Но крепко в равнинах ковыльных лугов
Покоится правда родительских снов."
76,"Еще не высох дождь вчерашний -
В траве зеленая вода!
Тоскуют брошенные пашни,
И вянет, вянет лебеда.

Брожу по улицам и лужам,
Осенний день пуглив и дик.
И в каждом встретившемся муже
Хочу постичь твой милый лик.

Ты все загадочней и краше
Глядишь в неясные края.
О, для тебя лишь счастье наше
И дружба верная моя.

И если смерть по божьей воле
Смежит глаза твои рукой,
Клянусь, что тенью в чистом поле
Пойду за смертью и тобой."
77,"Жизнь — обман с чарующей тоскою,
Оттого так и сильна она,
Что своею грубою рукою
Роковые пишет письмена.

Я всегда, когда глаза закрою,
Говорю: «Лишь сердце потревожь,
Жизнь — обман, но и она порою
Украшает радостями ложь.

Обратись лицом к седому небу,
По луне гадая о судьбе,
Успокойся, смертный, и не требуй
Правды той, что не нужна тебе».

Хорошо в черемуховой вьюге
Думать так, что эта жизнь — стезя
Пусть обманут легкие подруги,
Пусть изменят легкие друзья.

Пусть меня ласкают нежным словом,
Пусть острее бритвы злой язык,—
Я живу давно на все готовым,
Ко всему безжалостно привык.

Холодят мне душу эти выси,
Нет тепла от звездного огня.
Те, кого любил я, отреклися,
Кем я жил — забыли про меня.

Но и все ж, теснимый и гонимый,
Я, смотря с улыбкой на зарю,
На земле, мне близкой и любимой,
Эту жизнь за все благодарю."
78,"За горами, за желтыми долами
Протянулась тропа деревень.
Вижу лес и вечернее полымя,
И обвитый крапивой плетень.

Там с утра над церковными главами
Голубеет небесный песок,
И звенит придорожными травами
От озер водяной ветерок.

Не за песни весны над равниною
Дорога мне зеленая ширь -
Полюбил я тоской журавлиною
На высокой горе монастырь.

Каждый вечер, как синь затуманится,
Как повиснет заря на мосту,
Ты идешь, моя бедная странница,
Поклониться любви и кресту.

Кроток дух монастырского жителя,
Жадно слушаешь ты ектенью,
Помолись перед ликом Спасителя
За погибшую душу мою."
79,"За рекой горят огни,
Погорают мох и пни.
Ой, купало, ой, купало,
Погорают мох и пни.

Плачет леший у сосны -
Жалко летошней весны.
Ой, купало, ой, купало,
Жалко летошней весны.

А у наших у ворот
Пляшет девок корогод.
Ой, купало, ой, купало,
Пляшет девок корогод.

Кому горе, кому грех,
А нам радость, а нам смех.
Ой, купало, ой, купало,
А нам радость, а нам смех."
80,"За темной прядью перелесиц,
В неколебимой синеве,
Ягненочек кудрявый - месяц
Гуляет в голубой траве.

В затихшем озере с осокой
Бодаются его рога, -
И кажется с тропы далекой -
Вода качает берега.

А степь под пологом зеленым
Кадит черемуховый дым
И за долинами по склонам
Свивает полымя над ним.

О сторона ковыльной пущи,
Ты сердцу ровностью близка,
Но и в твоей таится гуще
Солончаковая тоска.

И ты, как я, в печальной требе,
Забыв, кто друг тебе и враг,
О розовом тоскуешь небе
И голубиных облаках.

Но и тебе из синей шири
Пугливо кажет темнота
И кандалы твоей Сибири,
И горб Уральского хребта."
81,"Заглушила засуха засевки,
Сохнет рожь, и не всходят овсы.
На молебен с хоругвями девки
Потащились в комлях полосы.

Собрались прихожане у чащи,
Лихоманную грусть затая.
Загузынил дьячишко лядащий:
«Спаси, Господи, люди твоя».

Открывались небесные двери,
Дьякон бавкнул из кряжистых сил:
«Еще молимся, братья, о вере,
Чтобы Бог нам поля оросил».

Заливались веселые птахи,
Крапал брызгами поп из горстей,
Стрекотуньи-сороки, как свахи,
Накликали дождливых гостей.

Зыбко пенились зори за рощей,
Как холстины ползли облака,
И туманно быльнице тощей
Меж кустов ворковала река.

Скинув шапки, молясь и вздыхая,
Говорили промеж мужики:
«Колосилась-то ярь неплохая,
Да сгубили сухие деньки».

На коне — черной тучице в санках —
Билось пламя-шлея... синь и дрожь.
И кричали парнишки в еланках:
«Дождик, дождик, полей нашу рожь!»"
82,"Задымился вечер, дремлет кот на брусе,
Кто-то помолился: ""Господи Исусе"".

Полыхают зори, курятся туманы,
Над резным окошком занавес багряный.

Вьются паутины с золотой повети.
Где-то мышь скребется в затворенной клети...

У лесной поляны - в свяслах копны хлеба,
Ели, словно копья, уперлися в небо.

Закадили дымом под росою рощи...
В сердце почивают тишина и мощи.
"
83,"Заиграй, сыграй, тальяночка, малиновы меха.
Выходи встречать к околице, красотка, жениха.

Васильками сердце светится, горит в нем бирюза.
Я играю на тальяночке про синие глаза.

То не зори в струях озера свой выткали узор,
Твой платок, шитьем украшенный, мелькнул за косогор.

Заиграй, сыграй, тальяночка, малиновы меха.
Пусть послушает красавица прибаски жениха."
