id,poem 
118,"Только помыслишь о воле порой,
Словно повеет откуда весной.

Сердце охватит могучая дрожь;
Полною жизнью опять заживешь.

Мир пред тобою широкий открыт;
Солнце надежды над далью горит.

Ждет тебя дело великое вновь,
Счастье, тревога, борьба и любовь.

Снова идешь на родные поля,
Труд и надежды с народом деля.

Пусть будет снова боренье со злом,
Пусть и падешь ты, не сладив с врагом,

Пусть будут гибель, страданья, беда, -
Только б не эта глухая чреда."
119,"Пожаром закат златомирный пылает,
лучистой воздушностью мир пронизав,
над нивою мирной кресты зажигает
и дальние абрисы глав.

Порывом свободным воздушные ткани
в пространствах лазурных влачася, шумят,
обвив нас холодным атласом лобзаний,
с востока на запад летят.

Горячее солнце — кольцо золотое —
твой контур, вонзившийся в тучу, погас.
Горячее солнце — кольцо золотое —
ушло в неизвестность от нас.

Летим к горизонту: там занавес красный
сквозит беззакатностью вечного дня.
Скорей к горизонту! Там занавес красный
весь соткан из грез и огня."
120,"Умножайте шум и радость;
Пойте песни в добрый час:
Дружба, Грация и Младость
Именинницы у нас.
Между тем дитя крылато,
Вас приветствуя, друзья,
Втайне думает: когда-то
Именинник буду я!"
121,"Что любится, чем дышится,
Душа чем ваша полнится,
То в голосе услышится,
То в песенке припомнится.

А мы споем о родине,
С которой столько связано,
С которой столько пройдено
Хорошего и разного!

Тяжелое - забудется.
Хорошее - останется.
Что с родиною сбудется,
То и с народом станется.

С ее лугами, нивами,
С ее лесами-чащами;
Была б она счастливою,
А мы-то будем счастливы.

И сколько с ней ни пройдено,-
Усталыми не скажемся
И песню спеть о родине
С друзьями не откажемся!"
122,"«Сила господняя с нами,
Снами измучен я, снами...

Хуже томительной боли,
Хуже, чем белые ночи,
Кожу они искололи,
Кости мои измололи,
Выжгли без пламени очи...»
«Что же ты видишь, скажи мне,
Ночью холодною зимней?
Может быть, сердце врачуя,
Муки твои облегчу я,
Телу найду врачеванье».
«Сила господняя с нами,
Снами измучен я, снами...
Ночью их сердце ночуя,
Шепчет порой и названье,
Да повторять не хочу я...»"
123,"— Ночью я протяну к облакам жесткокожую руку
И достану луны двухконечный отточенный крюк,
К одному острию привяжу рукоятку — бамбук
И узлы затяну липко-телой шершавой гадюкой.
С самодельною кирко-мотыгой в руке вздуто-жилой
Рано утром взбегу на бугор вороненой горы,
От лохматого солнца кусок отобью неостылый,
Сброшу вниз, на поверхность земли, под откосы, бугры.
И отбитый от солнца кусок, разгоревшийся камень
Все постройки разрушит, раздавит животных-людей,
На земле лишь останутся горы из черствых камней,
Океан и один человек, как при первом Адаме...
— В разнолиственных рощах, в садах свеже-цветных плодовых,
Где бродили в тени первобытных животных стада,
Под плодами ходил, слушал тихие свисты и ревы
Человек первосозданный, — голый, упругий, Адам,
И единый Адам синеглазый большой беззаботный
Ни забав, ни работ не нашел для себя одного;
Бог узнал, рассердился и самку создал для него,
И Адам наплодил сыновей, подражая животным... —
Я один буду жить над отбитым от солнца осколком,
Но не буду Адамом скучающим в райском саду, —
Со своей самодельной изогнутой кирко-иголкой
Я работу себе на земле закоптелой найду. —
Мне не надо готовых садов с кружевными ветвями,
Сам свой собственный сад для себя я сумею создать,
Не слезая с горы, обхвачу я кирки рукоять,
Сам один отпихну раскрасневшийся солнечный камень;
И очищу я быстро поверхность земли от развалин
И в живой океан побросаю обломки и пыль;
Птицы те, что высоко весь день над горами летали,
Будут ночью слетаться ко мне на горящий фитиль;
Разровняю я землю и, если работать устану,
Положу у подошвы горы запылившийся крюк
И руками поймаю за головы птиц-великанов,
Птичьи шеи сверну, накормлю терпеливых гадюк;
А пахучее желтое мокрое мягкое мясо
Для себя отделю от приплюснутых перьев, костей.
Жадно съем и пещеру найду посвежей, потемней,
Захочу — отдохну, не узнав от которого часа... —
Голубые обои сереют в натопленной спальне,
Весь завален подушками шелковый длинный диван,
Много круглых портретов висит, засыхает тюльпан,
Трехаршинное зеркало светит, журчит умывальник;
Как всегда, наверху опрокинута дымная яма,
В самых верхних квадратах двойного цветного окна,
Ниже — трубы торчат над неровными крышами прямо,
Между крышами в яме за дымом трясется луна... —
— Как же я дотянусь до луны и до солнца руками? —
Ведь и я — человек, как и все, трехаршинный худой,
У меня есть и спальня… О, нет, все ж я очень большой, —
У меня есть тетради и книги с моими стихами! —
Homo homini lupus est, — я же должен быть тигром,
Если волк для меня каждый стриженый зверь-человек;
Но противны мне долгие дикозвериные игры, —
Не могу я давить каждый день по одной голове...
Что стучит за окном?.. — а, опять за ограду собора
Пулеметы, двуколки везут, тащат пушку-трубу...
— Что ж, спасибо, спасибо, — скорей открывайте пальбу... —
На углу собираются люди в папахах и шпорах...
— Началось, началось, — завели броневик-пулемет,
И бегут, и орут, и ладонями кровь зажимают!.. —
Дзинь! — прорвалось стекло... — Рая!.. пуля попала… убьет...
Рая, милая Рая, проснись... не пугайся... стреляют!.. "
124,"Хочешь видеть жребий свой
   В зеркале, Светлана?
Ты спросись с своей душой!
   Скажет без обмана,
Что тебе здесь суждено!
   Нам душа - зерцало!
Все в ней, все заключено,
   Что нам обещало
Провиденье в жизни сей!
Милый друг, в душе твоей,
   Непорочной, ясной,
С восхищеньем вижу я,
Что сходна судьба твоя
   С сей душой прекрасной!
Непорочность - спутник твой
   И веселость - гений
Всюду будут пред тобой
   С чашей наслаждений.
Лишь тому, в ком чувства нет,
   Путь земной ужасен!
Счастье в нас, и божий свет
   Нами лишь прекрасен.
Милый друг, спокойна будь,
Безопасен твой здесь путь:
   Сердце твой хранитель!
Все судьбою в нем дано:
Будет здесь тебе оно
   К счастью предводитель!"
125,"                           Я ненавижу человечество.
                                        К. Бальмонт

В ночи изначальной, безлунной, беззвездной,
Меж рытвин, зловонных болот, пустырей,
Идущие в бездну, рожденные бездной
Потомки полипов, медуз и червей!

Вам ветры приносят дыханье отравы,
Снега — предвещают грядущую Смерть,
И дни ваши тусклы, как осенью травы,
И радости ломки, как сгнившая жердь.

И в сердце свое я вонзаю проклятья
За то, что я в цепи позорной звено,
За то, что ношу человека печать я,
За то, что и мне быть рабом суждено."
126,"Зарею обновленья
В моей ночи взошла любовь твоя,
В ней стали ясны мне и мир, и жизнь моя,
Их смысл, и сила, и значенье.

В ней, как в сиянье дня,
Я увидал, что истинно, что ложно,
Что жизненно, что призрачно, ничтожно
Во мне и вне меня.

Когда я сердцем ощутил биенье,
Которым сердце билося твое,
В нем мира целого вместилось бытие,
Все радости людей, тревоги и стремленья.

О свет всевоскрешающей любви!
Ты дал на дело мне и на страданье силы.
Веди меня сквозь мрак моей живой могилы
И к делу жизни вновь могучим призови!
"
127,"Вот снова я мальчишка озорной, 
Вино весеннее глотаю жадно, 
И мать с отцом беседуют со мной 
Под песни Волги - девушки нарядной. 
Хрустальные, сверкающие дни! 
В кроватку юркну, словно суслик. 
А мамин голос надо мной звенит, 
Что золотые самогуды-гусли! "
128,"От жара струились стручья,
От стручьев струился жар,
И ночь пронеслась, как из тучи
С корнем вырванный шар.
Удушьем свело оболочку,
Как змей, трещала ладья,
Сегодня ж мне кажется точкой
Та ночь в небесах бытия.
Не помню я, был ли я первым,
Иль первою были вы
По ней барабанили нервы,
Как сетка из бичевы.
Громадой рубцов напружась,
От жару грязен и наг,
Был одинок, как ужас,
Ее восклицательный знак.
Проставленный жизнью по сизой
Безводной сахаре небес,
Он плыл, оттянутый книзу,
И пел про удельный вес.

Apassionata - страстная (итал.)."
129,"Раз народнику-пиите
Так изрек урядник-ундер:
""Вы не пойте, погодите,
Иль возьму вас на цугундер!""

Отвечал с улыбкой робкой
Наш певец, потупя очи:
""Пусть я буду пешкой, пробкой,
Но без песен жить нет мочи.

Песня в воздухе несется,
Рассыпаясь, замирая;
С песней легче сердце бьется;
Песня - это звуки рая.

Песне сладкой все покорно,
И под твердью голубою
Песнь не явится позорно
Низкой, подлою рабою.

Песня - радость в день печальный,
С песней счастлив и несчастный...""
Вдруг - свисток. Бежит квартальный,
А за ним и пристав частный.

Отбирают показанья
Твердой, быстрою рукою:
""Усладили вы терзанья
Русской песней, но какою?

Вы поете о народе, -
Это вредно. Пойте спроста:
""Во саду ли, в огороде...""
""Возле речки, возле моста...""

Много чудных русских песен
Как пиите вам известно...
Мир поэзии не тесен,
Но в кутузке очень тесно"".

Внявши мудрому совету,
Днесь пиита не лукавит:
Он теперь в минуту эту
Лишь Христа с дьячками славит.

* Пиита - поэт (Ред.)"
130,"           Из цикла «Пути России»

Был к Иисусу приведён
Родными отрок бесноватый:
Со скрежетом и в пене он
Валялся, корчами объятый.
— «Изыди, дух глухонемой!» —
Сказал Господь. И демон злой
Сотряс его и с криком вышел —
И отрок понимал и слышал.
Был спор учеников о том,
Что не был им тот бес покорен,
А Он сказал:
«Сей род упорен:
Молитвой только и постом
Его природа одолима».

Не тем же ль духом одержима
Ты, Русь глухонемая! Бес,
Украв твой разум и свободу,
Тебя кидает в огнь и в воду,
О камни бьёт и гонит в лес.
И вот взываем мы: Прииди…
А избранный вдали от битв
Куёт постами меч молитв
И скоро скажет: «Бес, изыди!»."
131,"Я помню аллею душистую
И ветви сирени кругом,
Росу на траве серебристую
И небо, объятое сном.

Я помню, как трелью рыдающей
Сирень оглашал соловей,
И как аромат опьяняющий
Волной доносился с полей.

Я помню скамью одинокую,
Забытые грезы и сны,
И пруд, весь заросший осокою,
И силу живую весны...

У берега лодка качается,
И плещется тихо вода,
И звезды, блестя, отражаются
На зыбком просторе пруда.

Стихает природа уснувшая,
Всё негой весенней полно...
Я помню то время минувшее,
Я помню, что было давно..."
132,"Я не для ангелов и рая
Всесильным богом сотворен;
Но для чего живу, страдая,
Про это больше знает он,

Как демон мой, я зла избранник,
Как демон, с гордою душой,
Я меж людей беспечный странник,
Для мира и небес чужой;

Прочти, мою с его судьбою
Воспоминанием сравни
И верь безжалостной душою,
Что мы на свете с ним одни."
133,"Сосны качались, сосны шумели,
Море рыдало в бело-седом,
Мы замолчали, мы онемели,
Вдруг обеззвучел маленький дом.

Облокотившись на подоконник,
В думе бездумной я застывал.
В ветре галопом бешеным кони
Мчались куда-то, пенился вал.

Ты на кровати дрожко лежала
В полуознобе, в полубреду.
Сосны гремели, море рыдало,
Тихо и мрачно было в саду.

Съежились листья желтых акаций.
Рыжие лужи. Карий песок.
Разве мы смели утром смеяться?
Ты одинока. Я одинок."
134,"Долго снились мне вопли рыданий твоих,-
То был голос обиды, бессилия плач;
Долго, долго мне снился тот радостный миг,
Как тебя умолил я - несчастный палач.

Проходили года, мы умели любить,
Расцветала улыбка, грустила печаль;
Проносились года,- и пришлось уходить:
Уносило меня в неизвестную даль.

Подала ты мне руку, спросила: ""Идешь?""
Чуть в глазах я заметил две капельки слез;
Эти искры в глазах и холодную дрожь
Я в бессонные ночи навек перенес."
135,"Лесная глушь... Береза да осина...
Да тощие желтеются хлеба...
И будит мысль печальная картина:
Здесь жизнь - не пир, а мука и борьба.

И в эту глушь, с тоскою мне знакомой,
Пришла она - красива, молода, -
Чтоб здесь в дыму, под жалкою соломой
Похоронить цветущие года.

Она пришла, исполненная веры,
Что труд ее спасенье принесет
И что бедняк, страдающий без меры,
Простых речей значение поймет.

По временам далекой жизни звуки,
Маня собой, доносятся сюда...
И вижу я, как много жгучей муки
Ей затаить приходится тогда!

И за нее становится мне больно...
Хочу сказать: ""Мужайся, победи!""
Но я боюсь обмолвиться невольно
И крикнуть ей: ""Скорее уходи!"""
136,"""Люби!"" - поют шуршащие березы,
Когда на них сережки расцвели.
""Люби!"" - поет сирень в цветной пыли.
""Люби! Люби!"" - поют, пылая, розы.

Страшись безлюбья. И беги угрозы
Бесстрастия. Твой полдень вмиг - вдали.
Твою зарю теченья зорь сожгли.
Люби любовь. Люби огонь и грезы.

Кто не любил, не выполнил закон,
Которым в мире движутся созвездья,
Которым так прекрасен небосклон.

Он в каждом часе слышит мертвый звон.
Ему никак не избежать возмездья.
Кто любит, счастлив. Пусть хоть распят он."
137,"             I

   Отважно пройдена дорога,
И цель достигнута тобой:
Ты, веря в доброе и в Бога,
Свершил высокий подвиг свой.

   И ныне следом за тобою
Пуститься в путь дерзаю я;
Пусть путеводною звездою
Сияет вера мне твоя.

   А ты, испытанный годами,
Не унывающий боец,
Ты, убеленный сединами,
Венчанный славою певец,

   Меня, взращенного судьбою
В цветах, и счастье, и любви,
Своей дряхлеющей рукою
На трудный путь благослови.

Мраморный дворец
29 марта 1887


             II

На пятидесятилетие его писательской деятельности
          28 января 1889

    Есть помыслы, желанья и стремленья,
И есть мечты в душевной глубине:
Не выразить словами их значенья,
Неведомы таятся в нас оне.

    Ты понял их: ты вылил в песнопенья
Те звуки, что в безгласной тишине
Пленяют нас, те смутные виденья,
Что грезятся лишь в мимолетном сне.

    Могучей силой творческого духа
Постигнув все неслышное для уха,
Ты угадал незримое для глаз.

    И сами мы тех сердца струн не знали,
Что в сладостном восторге трепетали,
Когда, чаруя, песнь твоя лилась."
138,"В чалме, с свинцовкой за спиной
Шагал султан в степи глухой.
Наморщив лоб, поджавши руки,
Он на лисиц свистал от скуки;
В беспечной памяти, как тень,
Мелькал его вчерашний день.
Вдруг он ....... повернулся,
На ....... рушенной наткнулся…
Усач толкнул её ногой
И начал думать сам с собой:
— Бывало, замки здесь стояли,
Бывало, люди не живали,
Как мы — в ущельях да горах,
В броню не прятали свой страх.
Вино всегда лилось в раздолье…
А нынче бродишь в чистом поле,
В ночи не спишь, добычи ждёшь.
А без неё домой придёшь —
Так без насущного обеда
Невольно вспомнишь сказки деда…
Так думал, думал — и опять
Усач беспечный стал свистать."
139,"Сквозь все, что я делаю, думаю, помню,
Сквозь все голоса вкруг меня и во мне,
Как миг тишины, что всех шумов огромней,
Как призвук, как привкус, как проблеск во тьме,
Как звездами движущее дуновенье, -
Вот так ворвалась ты в мое бытие,
О, радость моя! О, мое вдохновенье!
О, горькое-горькое горе мое!"
140,"Был очень жарок день - и жатва зачиналась.
Семья усердных жниц с серпами наклонялась
Над рожью, падшею от тяжести зерна,
И нива на землю ложилась, как волна.
Вблизи поляны той, где жатву зачинали,
В кустах с младенцами кибиточки стояли,
Где нежных матерей забота собрала
Всех младших жителей из мирного села.
Вопль часто прерывал ретивую работу,
И мать меняла серп на лучшую заботу,
И грудь вложив в уста младенца своего,
Унылой песенкой баюкала его.

Не плачьте горько так, невинные младенцы,
Юнейшие земли родимой поселенцы!
Над вашей младостью не дремлет ночи тень,
Вам брезжит вольный свет, вам всходит новый день!
О вас моя печаль, за вас моя молитва:
Да будет не трудна вам новой жизни битва!"
141,"Гляжу во тьму глазами рыси.
В усталом теле зябкий страх.
Достигну ли заветной выси
Иль упаду на крутизнах?
Широко звезд раскрыты вежды,
На белых стенах резче тень.
Ужель отринуты надежды
Увидеть беззакатный день?
Ужель забросить посох старый,
Упасть, заснуть во тьме ночной?
Но ярче звездные пожары
На темном небе надо мной.
О, пусть один! Мой верный посох,
Я снова твой, я вновь горю!
Я верю, на крутых утесах
Мы встретим новую зарю!"
142,"Луна освещает карнизы,
Блуждает по гребням реки...
Холодные руки маркизы
Так ароматны-легки.

«О принц! - улыбаясь, присела,
В кадрили вы наш vis a vis»,*
И томно под маской бледнела
От жгучих предчувствий любви.

Вход скрыл серебрящийся тополь
И низко спадающий хмель.
«Багдад или Константинополь
Я вам завоюю, ma belle!**

Как вы улыбаетесь редко,
Вас страшно, маркиза, обнять?»
Темно и прохладно в беседке,
«Ну что же! пойдем танцевать?»

Выходят. На вязах, на кленах
Цветные дрожат фонари,
Две дамы в одеждах зеленых
С монахами держат пари.

И бледный, с букетом азалий,
Их смехом встречает Пьеро:
«Мой принц! О, не вы ли сломали
На шляпе маркизы перо?»

* Визави (франц.).
** Моя красавица! (франц.)."
143,"    Псалом 14 
 
Господи, кто обитает в жилищи Твоем? 
или кто вселится во святую гору Твою? 
 
 Кто в доме Божием живет? 
 Кто средь Сиона водворится? 
 Кто Бога узрит, вечный свет? 
 Кто в гору Божию вселится? 
 Кто станет жить на небесах? 
 
 Тот, кто добро в душе хранит - 
 Кто ходит прямо, непорочно; 
 Кто правду любит и творит; 
 Кто в ней лишь видит щастье прочно; 
 Кому язык неправды чужд. 
 
 Кто искренен - и не вредит; 
 Кто всех коварных презирает - 
 О друге зла не говорит; 
 Кто сердцем чистых прославляет; 
 Кто свято клятвы чтит свои. 
 
 Кто денег в лихву не дает - 
 От правых мзды не принимает; 
 Кто в мире, в тишине живет - 
 Страстьми, собою обладает - 
 Сей муж не двигнется вовек. "
144,"Стает снежок возле пня, 
Мокнет крыло у меня, 
Нос под водицу сую, 
Горькую клюкву клюю. 

Каплет с тяжелых ветвей, 
Ветер острее и злей. 
Больше болотца, луна 
Рано и низко видна. 

Взвоет лиса на нее — 
Вот оно все бытие. 
Крыльями снег всковырну 
И над водицей усну. 

Птичьему слуху легко, 
Выстрел узнать далеко, 
Птичьему глазу темно — 
Мох подо мной, или дно."
145,"Вы избалованы природой;
Она пристрастна к вам была,
И наша вечная хвала
Вам кажется докучной одой.
Вы сами знаете давно,
Что вас любить немудрено,
Что нежным взором вы Армида,
Что легким ставом вы Сильфида,
Что ваши алые уста,
Как гармоническая роза...
И наши рифмы, наша проза
Пред вами шум и суета.
Но красоты воспоминанье
Нам сердце трогает тайком -
И строк небрежных начертанье
Вношу смиренно в ваш альбом.
Авось на память поневоле
Придет вам тот, кто вас певал
В те дни, как Пресненское поле
Еще забор не заграждал."
146,"Посвящена А. О. Смирновой

Любил я очи голубые,
Теперь влюбился в черные,
Те были нежные такие,
А эти непокорные.

Глядеть, бывало, не устанут
Те долго, выразительно,
А эти не глядят, а взглянут
Так - словно царь властительный.

На тех порой сверкали слезы,
Любви немые жалобы,
А тут не слезы, а угрозы,
А то и слез не стало бы.

Те укрощали жизни волны,
Светили мирным счастием,
А эти бурных молний полны
И дышат самовластием.

Но увлекательно, как младость,
Их юное могущество,
О! я б за них дал славу, радость
И всё души имущество.

Любил я очи голубые,
Теперь влюбился в черные,
Хоть эти сердцу не родные,
Хоть эти непокорные."
147,"С полой водою реками бурливыми
Тянутся плотовщики.
Плесы чертят золотыми извивами,
Рыбу сгоняют в пески.

Старые сосны с стволиною розовой
Рушат они у воды.
Ржавой скобою и вицей березовой
Шумно сбивают в плоты.

После несутся ватагою сплоченой
Вдоль поворотов речных —
Рыжие, ражие, вечно промочены
В алых рубахах своих.

Бабы у них молодые, гулливые,
Телом крепки и толсты.
В темном загаре их лица красивые,
В ярких заплатах холсты.

Днем, платомоями да кашеварами,
Все они держатся врозь.
Вечером сходятся с ласками ярыми,
Любятся с тем, с кем пришлось.

Вслед за баржами, белянами, сплавами
Тихо на низ уплывут…
Под городищами золотоглавыми
Стерляди вновь заживут."
148,"Зрел ли ты, певец Тииский!
Как в лугу весной бычка
Пляшут девушки российски
Под свирелью пастушка?
Как, склонясь главами, ходят,
Башмаками в лад стучат,
Тихо руки, взор поводят
И плечами говорят?
Как их лентами златыми
Челы белые блестят,
Под жемчугами драгими
Груди нежные дышат?
Как сквозь жилки голубые
Льется розовая кровь,
На ланитах огневые
Ямки врезала любовь?
Как их брови соболины,
Полный искр соколий взгляд,
Их усмешка - души львины
И орлов сердца разят?
Коль бы видел дев сих красных,
Ты б гречанок позабыл
И на крыльях сладострастных
Твой Эрот прикован был."
149,"Паров исчезло покрывало,-
Плывем.- Еще ли не видна?
Над ровною чертою вала
Там словно что-то засияло,
Нырнув из моря.- Вот она!

Зыбь вкруг нее играет ярко;
Земли далеки берега;
К нам грузная подходит барка,
Вот куполы святого Марка,
Риальта чудная дуга.

И гордые прокурации
Стоят, как будто б корабли
Властителям блажной стихии
И ныне дани Византии
Толпой усердною несли.

Свой горький жребий забывая,
Царица пленная морей,
Облитая лучами мая,
Глядится, женщина прямая,
В волне сверкающей своей."
150,"Пока человек естества не пытал
   Горнилом, весами и мерой,
Но детски вещаньям природы внимал,
   Ловил ее знаменья с верой;

Покуда природу любил он, она
   Любовью ему отвечала,
О нем дружелюбной заботы полна,
   Язык для него обретала.

Почуя беду над его головой,
   Вран каркал ему в опасенье,
И замысла, в пору смирясь пред судьбой,
   Воздерживал он дерзновенье.

На путь ему, выбежав из лесу, волк,
   Крутясь и подъемля щетину,
Победу пророчил, и смело свой полк
   Бросал он на вражью дружину.

Чета голубиная, вея над ним,
   Блаженство любви прорицала.
В пустыне безлюдной он не был одним,
   Нечуждая жизнь в ней дышала.

Но, чувство презрев, он доверил уму;
   Вдался в суету изысканий...
И сердце природы закрылось ему,
   И нет на земле прорицаний."
151,"Я слово позабыл, что я хотел сказать.
Слепая ласточка в чертог теней вернется,
На крыльях срезанных, с прозрачными играть.
В беспамятстве ночная песнь поется.

Не слышно птиц. Бессмертник не цветет,
Прозрачны гривы табуна ночного.
В сухой реке пустой челнок плывет,
Среди кузнечиков беспамятствует слово.

И медленно растет как бы шатер иль храм,
То вдруг прокинется безумной Антигоной,
То мертвой ласточкой бросается к ногам
С стигийской нежностью и веткою зеленой.

О, если бы вернуть и зрячих пальцев стыд,
И выпуклую радость узнаванья.
Я так боюсь рыданья Аонид,
Тумана, звона и зиянья.

А смертным власть дана любить и узнавать,
Для них и звук в персты прольется,
Но я забыл, что я хочу сказать,
И мысль бесплотная в чертог теней вернется.

Все не о том прозрачная твердит,
Все ласточка, подружка, Антигона...
А на губах, как черный лед, горит
Стигийского воспоминанье звона."
152,"Светило гордое, всего питатель мира,
Блистающее к нам с небесной высоты!
О, если бы взыграть могла моя мне лира
   Твои достойно красоты!

Но трудно на лицо твое воззрети оку;
Трудняе нам еще постигнути тебя;
Погружено творцом ты в бездну преглубоку,
   Во мраке зря густом себя.

Вострепетала тьма, лишь только луч пустился,
Лишь только в вышине подвигнулся с небес,
Горящею стрелой дом смертных осветился,
   И мрак перед тобой исчез.

О солнце, ты — живот и красота природы,
Источник вечности и образ божества!
Тобой жива земля, жив воздух, живы воды,
   Душа времен и вещества!

Чистейший бурный огнь, лампада перед вечным,
Пылающе пред ним из темноты густой,
Волнующаяся стремленьем быстротечным,
   Висяща в широте пустой!

Тобою всякое дыханье ликовствует,
Встречает радостно лицо твое вся тварь,
Пришествие твое вседневно торжествует;
   Небесных тел ты — вождь и царь!

Объемля взором всю пространную державу,
Вовеки бодро бдя, не дремля николи,
Великолепствуя, вещаешь божью славу,
   Хваля творца по всей земли."
153,"          1

Верить ли песням твоим -
Птицам морского рассвета,-
Будто туманом глухим
Водная зыбь не одета?

Вышли из хижины мы,
Смотрим в морозные дали:
Духи метели и тьмы
Взморье снегами сковали.

Тщетно тоскующий взгляд
Скал испытует граниты,-
В них лишь родимый фрегат
Грудью зияет разбитой.

Долго ль обветренный флаг
Будет трепаться так жалко?..
Есть у нас зимний очаг,
Матери мерная прялка.

В снежности синих ночей
Будем под прялки жужжанье
Слушать пролет журавлей,
Моря глухое дыханье.

Радость незримо придет,
И над вечерними нами
Тонкой рукою зажжет
Зорь незакатное пламя.

          2

Я болен сладостным недугом -
Осенней, рдяною тоской.
Нерасторжимым полукругом
Сомкнулось небо надо мной.

Она везде, неуловима,
Трепещет, дышит и живет:
В рыбачьей песне, в свитках дыма,
В жужжанье ос и блеске вод.

В шуршанье трав - ее походка,
В нагорном эхо - всплески рук,
И казематная решетка -
Лишь символ смерти и разлук.

Ее ли косы смоляные,
Как ветер смех, мгновенный взгляд...
О, кто Ты: Женщина? Россия?
В годину черную собрат!

Поведай: тайное сомненье
Какою казнью искупить,
Чтоб на единое мгновенье
Твой лик прекрасный уловить?"
154,"Река несла по ветру льдины, 
Была весна, и ветер выл. 
Из отпылавшего камина 
Неясный мрак вечерний плыл. 
И он сидел перед камином, 
Он отгорел и отстрадал 
И взглядом, некогда орлиным, 
Остывший пепел наблюдал. 
В вечернем сумраке всплывали 
Пред ним виденья прошлых дней 
Будя старинные печали 
Игрой бесплотною теней. 
Один, один, забытый миром 
Безвластный, но еще живой, 
Из сумрака былым кумирам 
Кивал усталой головой. 
Друзей бывалых вереница 
Врагов жестокие черты 
Любивших и любимых лица 
Плывут из серой темноты 
Все бросили, забыли всюду 
Не надо мучиться и ждать,
Осталось только пепла груду 
Потухшим взглядом наблюдать... 
Куда неслись его мечтанья? 
Пред чем склонялся бедный ум? 
Он вспоминал свои метанья, 
Будил тревоги прежних дум... 
И было сладко быть усталым, 
Отрадно так, как никогда, 
Что сердце больше не желало 
Ни потрясений, ни труда, 
Ни лести, ни любви, ни славы, 
Ни просветлении, ни утрат... 
Воспоминанья величаво, 
Как тучи, обняли закат, 
Нагромоздили груду башен, 
Воздвигли стены, города, 
Где небосклон был желт и страшен, 
И грозен в юные года... 
Из отпылавшего камина 
Неясный сумрак плыл и плыл, 
Река несла по ветру льдины, 
Была весна, и ветер выл."
